Faculty,Department,Conference_Details,University,CNumber,row_total,Cluster_Type
9.51219512195122,7.5,3.280757097791798,8.461538461538462,1.0,29.75449068128148,Basic_cluster
0.1626016260162601,2.5,6.1198738170347,7.538461538461539,1.0,17.3209369815125,Basic_cluster
2.2764227642276422,0.0,0.0315457413249211,6.846153846153847,1.0,10.154122351706409,Basic_cluster
1.6260162601626016,0.0,1.2933753943217663,7.6923076923076925,1.0,11.611699346792062,Basic_cluster
8.455284552845528,7.5,2.9652996845425865,7.6923076923076925,1.0,27.61289192969581,Basic_cluster
3.252032520325203,10.0,1.7665615141955835,0.7692307692307693,1.0,16.787824803751555,Basic_cluster
5.121951219512195,0.0,3.753943217665615,7.6923076923076925,1.0,17.568202129485503,Basic_cluster
0.975609756097561,0.0,3.5962145110410093,7.6923076923076925,1.0,13.264131959446264,Basic_cluster
0.975609756097561,0.0,2.996845425867508,7.6923076923076925,1.0,12.66476287427276,Basic_cluster
2.4390243902439024,0.0,5.552050473186119,3.384615384615385,1.0,12.375690248045407,Basic_cluster
10.0,10.0,1.8296529968454256,1.9230769230769231,1.0,24.75272991992235,Basic_cluster
2.6016260162601625,2.5,8.296529968454259,1.9230769230769231,1.0,16.321232907791345,Basic_cluster
7.398373983739837,2.5,1.419558359621451,1.5384615384615383,1.0,13.856393881822827,Basic_cluster
0.975609756097561,0.0,3.154574132492113,7.6923076923076925,1.0,12.822491580897367,Basic_cluster
0.975609756097561,0.0,2.807570977917981,7.6923076923076925,1.0,12.475488426323235,Basic_cluster
1.3008130081300813,0.0,2.9652996845425865,8.461538461538462,1.0,13.727651154211129,Basic_cluster
1.6260162601626016,0.0,7.350157728706624,8.461538461538462,1.0,18.437712450407687,Basic_cluster
2.5203252032520327,0.0,7.160883280757098,7.6923076923076925,1.0,18.373516176316823,Basic_cluster
1.6260162601626016,0.0,5.741324921135647,6.846153846153847,1.0,15.213495027452096,Basic_cluster
2.0,3.0,53.0,8.0,1.0,,Incremental_1
6.0,3.0,59.0,1.0,1.0,,Incremental_1
5.0,1.0,59.0,1.0,1.0,,Incremental_1
6.0,1.0,64.0,7.0,1.0,,Incremental_1
4.146341463414634,2.5,7.539432176656151,8.461538461538462,1.0,23.647312101609245,Basic_cluster
0.975609756097561,0.0,3.3753943217665614,7.384615384615385,1.0,12.735619462479507,Basic_cluster
0.975609756097561,0.0,2.7129337539432177,7.6923076923076925,1.0,12.38085120234847,Basic_cluster
2.4390243902439024,0.0,8.990536277602523,8.076923076923077,1.0,20.506483744769504,Basic_cluster
1.5447154471544715,10.0,2.9652996845425865,8.461538461538462,1.0,23.97155359323552,Basic_cluster
0.975609756097561,0.0,7.728706624605678,9.307692307692308,1.0,19.012008688395547,Basic_cluster
2.926829268292683,0.0,1.7034700315457412,3.384615384615385,1.0,9.01491468445381,Basic_cluster
3.0081300813008127,5.0,8.864353312302839,6.615384615384616,1.0,24.48786800898827,Basic_cluster
2.4390243902439024,0.0,4.605678233438486,3.692307692307693,1.0,11.737010315990082,Basic_cluster
1.3821138211382114,2.5,0.9148264984227128,7.6923076923076925,1.0,13.489248011868616,Basic_cluster
5.365853658536585,0.0,2.6813880126182963,6.384615384615385,1.0,15.431857055770266,Basic_cluster
0.975609756097561,0.0,2.271293375394322,7.6923076923076925,1.0,11.939210823799575,Basic_cluster
6.016260162601625,5.0,6.435331230283912,0.3846153846153846,1.0,18.83620677750092,Basic_cluster
3.9837398373983737,10.0,7.129337539432176,7.6923076923076925,1.0,29.805385069138243,Basic_cluster
2.5203252032520327,0.0,1.861198738170347,7.6923076923076925,1.0,13.073831633730073,Basic_cluster
6.178861788617886,0.0,2.9652996845425865,8.461538461538462,1.0,18.605699934698933,Basic_cluster
0.975609756097561,0.0,9.46372239747634,3.0,1.0,14.4393321535739,Basic_cluster
3.821138211382114,7.5,9.369085173501576,1.153846153846154,1.0,22.84406953872984,Basic_cluster
5.121951219512195,0.0,3.785488958990536,7.384615384615385,1.0,17.29205556311812,Basic_cluster
2.5203252032520327,0.0,5.299684542586751,0.6153846153846154,1.0,9.435394361223398,Basic_cluster
8.536585365853659,0.0,2.9652996845425865,7.6923076923076925,1.0,20.194192742703937,Basic_cluster
1.6260162601626016,0.0,5.520504731861198,3.384615384615385,1.0,11.531136376639186,Basic_cluster
4.5528455284552845,10.0,8.296529968454259,8.615384615384617,1.0,32.46476011229416,Basic_cluster
1.3821138211382114,2.5,3.280757097791798,8.461538461538462,1.0,16.62440938046847,Basic_cluster
0.975609756097561,0.0,2.7444794952681386,7.6923076923076925,1.0,12.412396943673393,Basic_cluster
0.975609756097561,0.0,1.5141955835962144,8.461538461538462,1.0,11.951343801232237,Basic_cluster
9.430894308943088,7.5,9.305993690851734,1.3846153846153846,1.0,28.621503384410207,Basic_cluster
1.6260162601626016,0.0,9.526813880126182,2.8461538461538463,1.0,14.998983986442632,Basic_cluster
0.975609756097561,0.0,1.5457413249211356,3.7692307692307696,1.0,7.290581850249467,Basic_cluster
6.504065040650406,7.5,9.305993690851734,1.3846153846153846,1.0,25.694674116117522,Basic_cluster
6.097560975609756,0.0,3.280757097791798,8.461538461538462,1.0,18.83985653494002,Basic_cluster
9.1869918699187,7.5,3.659305993690852,1.153846153846154,1.0,22.500144017455703,Basic_cluster
0.975609756097561,0.0,3.2492113564668768,7.6923076923076925,1.0,12.917128804872132,Basic_cluster
2.5203252032520327,0.0,6.561514195583596,7.6923076923076925,1.0,17.774147091143323,Basic_cluster
2.6829268292682924,0.0,8.3596214511041,7.6923076923076925,1.0,19.734855972680087,Basic_cluster
2.4390243902439024,0.0,5.425867507886435,7.923076923076923,1.0,16.78796882120726,Basic_cluster
0.0,0.0,2.2082018927444795,8.461538461538462,1.0,11.669740354282942,Basic_cluster
4.227642276422764,2.5,7.413249211356466,7.6923076923076925,1.0,22.833199180086922,Basic_cluster
2.4390243902439024,0.0,3.8801261829653,6.846153846153847,1.0,14.16530441936305,Basic_cluster
1.7886178861788615,0.0,5.488958990536277,4.538461538461538,1.0,12.816038415176678,Basic_cluster
2.2764227642276422,0.0,0.4416403785488959,6.846153846153847,1.0,10.564216988930385,Basic_cluster
0.975609756097561,0.0,3.722397476340694,6.153846153846154,1.0,11.851853386284409,Basic_cluster
2.926829268292683,0.0,0.2839116719242902,6.0769230769230775,1.0,10.28766401714005,Basic_cluster
2.2764227642276422,0.0,8.864353312302839,6.615384615384616,1.0,18.7561606919151,Basic_cluster
5.365853658536585,0.0,3.3753943217665614,7.384615384615385,1.0,17.12586336491853,Basic_cluster
3.252032520325203,10.0,3.911671924290221,6.615384615384616,1.0,24.77908906000004,Basic_cluster
1.7886178861788615,0.0,9.684542586750789,0.8461538461538463,1.0,13.319314319083498,Basic_cluster
16.0,1.0,50.0,0.0,1.0,,Incremental_1
1.7886178861788615,0.0,6.908517350157728,7.6923076923076925,1.0,17.389442928644282,Basic_cluster
6.0,1.0,45.0,8.0,1.0,,Incremental_1
4.0,1.0,13.0,8.0,1.0,,Incremental_1
11.0,1.0,51.0,2.0,1.0,,Incremental_1
4.0,4.0,40.0,2.0,1.0,,Incremental_1
13.0,1.0,19.0,1.0,1.0,,Incremental_1
6.0,4.0,31.0,2.0,1.0,,Incremental_1
4.0,1.0,18.0,8.0,1.0,,Incremental_1
9.0,2.0,42.0,2.0,1.0,,Incremental_1
5.0,4.0,4.0,3.0,1.0,,Incremental_1
5.0,1.0,35.0,4.0,1.0,,Incremental_1
11.0,1.0,2.0,4.0,1.0,,Incremental_1
6.0,2.0,18.0,2.0,1.0,,Incremental_1
14.0,2.0,43.0,4.0,1.0,,Incremental_1
5.0,1.0,13.0,8.0,1.0,,Incremental_1
14.0,3.0,36.0,2.0,1.0,,Incremental_1
6.0,2.0,34.0,2.0,1.0,,Incremental_1
9.0,2.0,25.0,1.0,1.0,,Incremental_1
12.0,1.0,25.0,2.0,1.0,,Incremental_1
3.0,3.0,12.0,2.0,1.0,,Incremental_1
4.0,1.0,56.0,2.0,1.0,,Incremental_1
13.0,1.0,59.0,7.0,1.0,,Incremental_1
4.0,1.0,59.0,1.0,1.0,,Incremental_1
8.0,3.0,28.0,7.0,1.0,,Incremental_1
6.0,1.0,55.0,7.0,1.0,,Incremental_1
8.0,3.0,3.0,1.0,1.0,,Incremental_1
13.0,4.0,1.0,7.0,1.0,,Incremental_1
12.0,4.0,47.0,1.0,1.0,,Incremental_1
5.0,1.0,52.0,7.0,1.0,,Incremental_1
5.0,1.0,43.0,7.0,1.0,,Incremental_1
3.0,4.0,25.0,3.0,1.0,,Incremental_1
8.0,1.0,59.0,1.0,1.0,,Incremental_1
8.0,4.0,39.0,3.0,1.0,,Incremental_1
7.0,1.0,11.0,2.0,1.0,,Incremental_1
6.0,4.0,46.0,3.0,1.0,,Incremental_1
4.0,4.0,42.0,7.0,1.0,,Incremental_1
13.0,2.0,58.0,2.0,1.0,,Incremental_1
11.0,1.0,0.0,1.0,1.0,,Incremental_1
14.0,2.0,48.0,2.0,1.0,,Incremental_1
13.0,1.0,27.0,5.0,1.0,,Incremental_1
8.0,1.0,33.0,2.0,1.0,,Incremental_1
8.0,1.0,22.0,5.0,1.0,,Incremental_1
4.0,1.0,38.0,1.0,1.0,,Incremental_1
6.0,3.0,21.0,8.0,1.0,,Incremental_1
13.0,1.0,34.0,1.0,1.0,,Incremental_1
4.0,3.0,41.0,0.0,1.0,,Incremental_1
5.0,1.0,37.0,2.0,1.0,,Incremental_1
10.0,0.0,20.0,8.0,1.0,,Incremental_1
6.0,1.0,38.0,6.0,1.0,,Incremental_1
10.0,1.0,43.0,6.0,1.0,,Incremental_1
5.0,0.0,18.0,8.0,1.0,,Incremental_1
4.0,3.0,17.0,1.0,1.0,,Incremental_1
6.0,3.0,16.0,8.0,1.0,,Incremental_1
5.0,1.0,15.0,0.0,1.0,,Incremental_1
7.0,1.0,26.0,5.0,1.0,,Incremental_1
3.0,0.0,14.0,1.0,1.0,,Incremental_1
6.0,1.0,9.0,8.0,1.0,,Incremental_1
6.0,1.0,49.0,2.0,1.0,,Incremental_1
12.0,2.0,62.0,0.0,1.0,,Incremental_1
5.0,2.0,63.0,1.0,1.0,,Incremental_1
4.0,1.0,10.0,8.0,1.0,,Incremental_1
15.0,1.0,41.0,4.0,1.0,,Incremental_1
15.0,1.0,18.0,4.0,1.0,,Incremental_1
6.0,1.0,25.0,4.0,1.0,,Incremental_1
4.0,1.0,60.0,1.0,1.0,,Incremental_1
13.0,3.0,58.0,4.0,1.0,,Incremental_1
6.0,3.0,66.0,4.0,1.0,,Incremental_1
15.0,1.0,65.0,2.0,1.0,,Incremental_1
15.0,1.0,65.0,5.0,1.0,,Incremental_1
5.0,1.0,5.0,1.0,1.0,,Incremental_1
8.0,1.0,6.0,1.0,1.0,,Incremental_1
16.0,0.0,8.0,5.0,1.0,,Incremental_1
4.0,3.0,59.0,8.0,1.0,,Incremental_1
2.926829268292683,0.0,5.457413249211356,1.0,1.0,10.384242517504038,Basic_cluster
5.0,1.0,61.0,1.0,1.0,,Incremental_1
1.7886178861788615,0.0,9.558359621451103,2.076923076923077,1.0,14.423900584553042,Basic_cluster
2.926829268292683,0.0,8.832807570977918,6.615384615384616,1.0,19.37502145465522,Basic_cluster
2.357723577235772,7.5,8.170347003154573,3.384615384615385,1.0,22.41268596500573,Basic_cluster
1.6260162601626016,0.0,9.17981072555205,5.615384615384616,1.0,17.42121160109927,Basic_cluster
0.975609756097561,0.0,9.43217665615142,3.076923076923077,1.0,14.484709489172058,Basic_cluster
5.121951219512195,0.0,0.9779179810725552,7.6923076923076925,1.0,14.792176892892442,Basic_cluster
0.0,0.0,3.3753943217665614,7.384615384615385,1.0,11.760009706381947,Basic_cluster
2.1951219512195124,0.0,5.110410094637223,7.6923076923076925,1.0,15.997839738164428,Basic_cluster
2.1951219512195124,0.0,5.646687697160883,6.846153846153847,1.0,15.687963494534241,Basic_cluster
7.560975609756097,2.5,4.069400630914826,1.7692307692307694,1.0,16.899607009901693,Basic_cluster
2.5203252032520327,0.0,4.384858044164037,7.6923076923076925,1.0,15.597490939723762,Basic_cluster
2.5203252032520327,0.0,7.9810725552050465,2.0,1.0,13.50139775845708,Basic_cluster
6.504065040650406,7.5,9.621451104100943,1.3076923076923077,1.0,25.933208452443658,Basic_cluster
2.357723577235772,7.5,5.583596214511041,2.153846153846154,1.0,18.595165945592967,Basic_cluster
2.4390243902439024,0.0,1.2618296529968454,7.6923076923076925,1.0,12.39316173554844,Basic_cluster
2.926829268292683,0.0,8.32807570977918,7.6923076923076925,1.0,19.947212670379557,Basic_cluster
6.097560975609756,0.0,2.2082018927444795,8.461538461538462,1.0,17.767301329892696,Basic_cluster
1.6260162601626016,0.0,4.826498422712933,1.4615384615384617,1.0,8.914053144413996,Basic_cluster
1.951219512195122,10.0,7.192429022082019,3.384615384615385,1.0,23.528263918892527,Basic_cluster
1.3008130081300813,0.0,2.2082018927444795,8.461538461538462,1.0,12.970553362413023,Basic_cluster
2.5203252032520327,0.0,6.908517350157728,7.6923076923076925,1.0,18.121150245717455,Basic_cluster
0.2439024390243902,2.5,0.946372239747634,8.230769230769232,1.0,12.921043909541256,Basic_cluster
2.1951219512195124,0.0,9.905362776025235,7.6923076923076925,1.0,20.79279241955244,Basic_cluster
